"sound.files","duration","selec","start","end","bottom.freq","top.freq","tailored"
"199YGHMF_June_05_2018_35602620.wav_100",0.0450114250220111,1,0.08,0.125011425022011,NA,NA,""
"199YGHMF_June_05_2018_36915554.wav_18",0.0409751360280097,1,0.08,0.12097513602801,NA,NA,""
"199YGHMF_June_06_2018_41382938.wav_2",0.0599548349899806,1,0.0421981945061369,0.154639548551387,2.83214980691378,3.42250816032992,""
"199YGHMF_June_06_2018_41382938.wav_3",0.110567237296038,1,0.08,0.190567237296038,NA,NA,""
"199YGHMF_June_06_2018_41382938.wav_5",0.0534922298569995,1,0.08,0.133492229857,NA,NA,""
"199YGHMF_June_06_2018_41382938.wav_7",0.0524264669049899,1,0.0728133601275282,0.131835210266114,2.43857757130302,3.22572204252454,""
"199YGHMF_June_06_2018_41382938.wav_10",0.0401361792480088,1,0.0428689394953206,0.151112165848158,2.61568507732786,3.26507926608562,""
"199YGHMF_June_06_2018_41711281.wav_1",0.0677780167796893,1,0.0435661759523717,0.155756510655787,2.51729201842517,3.26507926608562,""
"199YGHMF_June_06_2018_41711281.wav_3",0.0306577044785001,1,0.0529094082039314,0.118648623447837,2.26147006527818,3.34379371320777,""
"199YGHMF_June_06_2018_41711281.wav_4",0.0834923579066,1,0.0531020464538072,0.164482436842923,2.49761340664463,3.52090121923261,""
"199YGHMF_June_06_2018_41711281.wav_6",0.0811340729467034,1,0.0532829439466607,0.161656680253606,2.45825618308356,3.44218677211046,""
"199YGHMF_June_06_2018_41711281.wav_7",0.107506048026899,1,0.08,0.187506048026899,NA,NA,""
"199YGHMF_June_06_2018_41711281.wav_10",0.073016130488611,1,0.0437442093083349,0.152287922645159,2.61568507732786,3.57993705457422,""
"199YGHMF_June_06_2018_41711281.wav_11",0.0595693710540104,1,0.0663845325411705,0.136901119369654,2.26147006527818,2.77311397157217,""
"199YGHMF_June_06_2018_41711281.wav_12",0.0478686495220018,1,0.0720081945810976,0.131465359615681,2.57632785376679,3.32411510142723,""
"199YGHMF_June_07_2018_32625034.wav_1",0.0617234498720336,1,0.0624750078437685,0.139543605791672,2.32050590061979,2.73375674801109,""
"199YGHMF_June_07_2018_32625034.wav_2",0.0617914771859773,1,0.08,0.141791477185977,NA,NA,""
"199YGHMF_June_07_2018_32625034.wav_4",0.0546712849520077,1,0.08,0.134671284952008,NA,NA,""
"199YGHMF_June_07_2018_33609730.wav_1",0.110045518819504,1,0.08,0.190045518819504,NA,NA,""
"199YGHMF_June_07_2018_33609730.wav_2",0.0357596915678045,1,0.0669101679015435,0.125716960062933,1.73014754720365,2.26147006527818,""
"199YGHMF_June_07_2018_35251346.wav_1",0.0449207933220066,1,0.08,0.124920793322007,NA,NA,""
"199YGHMF_June_07_2018_36236044.wav_28",0.0716101159789844,1,0.08,0.151610115978984,NA,NA,""
"199YGHMF_June_08_2018_42116704.wav_4",0.0446260077030161,1,0.08,0.124626007703016,NA,NA,""
"199YGHMF_June_08_2018_43757875.wav_1",0.0387302337215942,1,0.08,0.118730233721594,NA,NA,""
"199YGHMF_June_08_2018_44086109.wav_2",0.0403402783040008,1,0.08,0.120340278304001,NA,NA,""
"199YGHMF_June_08_2018_45399046.wav_1",0.0608844716290093,1,0.0615756377661181,0.142439558439359,2.65504230088894,2.93054286581647,""
"199YGHMF_June_08_2018_45399046.wav_2",0.061791502863997,1,0.0788272783039055,0.146446322353583,2.89118564225539,3.59961566635476,""
"199YGHMF_June_08_2018_45399046.wav_3",0.108344880985015,1,0.08,0.188344880985015,NA,NA,""
"199YGHMF_June_08_2018_45399046.wav_4",0.111859627018987,1,0.08,0.191859627018987,NA,NA,""
"199YGHMF_June_08_2018_45399046.wav_5",0.113378904336997,1,0.08,0.193378904336997,NA,NA,""
"199YGHMF_June_08_2018_45399046.wav_6",0.0670976355870039,1,0.0690173133621302,0.147600239516663,2.77311397157217,3.22572204252454,""
"199YGHMF_June_08_2018_45399046.wav_7",0.0579139443360077,1,0.0756755347096842,0.142450178571346,3.18636481896346,3.461865383891,""
"199YGHMF_June_08_2018_45727278.wav_2",0.1149662089981,1,0.08,0.1949662089981,NA,NA,""
"199YGHMF_June_08_2018_45727278.wav_3",0.11283468559656,1,0.08,0.19283468559656,NA,NA,""
"199YGHMF_June_08_2018_45727278.wav_4",0.1081634747378,1,0.0796558399766882,0.199599777661827,2.83214980691378,3.50122260745207,""
"199YGHMF_June_08_2018_45727278.wav_5",0.114285935572001,1,0.0786736585246169,0.198495843472791,3.06829314828024,3.7767231723796,""
"199YGHMF_June_08_2018_45727278.wav_7",0.0634695106480994,1,0.0307119071050082,0.145908622262785,3.06829314828024,3.50122260745207,""
"199YGHMF_June_08_2018_45727278.wav_8",0.1104310528246,1,0.0757712260269391,0.194921744115123,2.77311397157217,3.461865383891,""
"199YGHMF_June_08_2018_45727278.wav_9",0.108004744271803,1,0.0746877979161624,0.195938588747253,2.73375674801109,3.67833011347691,""
"199YGHMF_June_08_2018_45727278.wav_10",0.106462791172799,1,0.076019414505947,0.193049937358153,2.77311397157217,3.59961566635476,""
"199YGHMF_June_08_2018_45727278.wav_11",0.107891365367401,1,0.077607487847738,0.19408492553393,2.6353636891084,3.48154399567153,""
"199YGHMF_June_08_2018_45727278.wav_12",0.108412908327399,1,0.0789413902685208,0.194659913834567,2.85182841869432,3.50122260745207,""
"199YGHMF_June_08_2018_45727278.wav_14",0.0741271276557995,1,0.043608213420389,0.160939556376605,2.73375674801109,3.48154399567153,""
"199YGHMF_June_08_2018_45727278.wav_15",0.104716756046003,1,0.0760948087463851,0.192378605673074,2.93054286581647,3.461865383891,""
"199YGHMF_June_08_2018_45727278.wav_16",0.0539910342454988,1,0.0265098713075601,0.144003634663481,2.73375674801109,3.26507926608562,""
"199YGHMF_June_08_2018_45727278.wav_18",0.0543311709584913,1,0.070474870292861,0.137590010171732,1.82854060610634,3.02893592471916,""
"199YGHMF_June_08_2018_45727278.wav_19",0.109954861426402,1,0.08,0.189954861426402,NA,NA,""
"199YGHMF_June_08_2018_45727278.wav_20",0.113288201214004,1,0.08,0.193288201214004,NA,NA,""
"199YGHMF_June_08_2018_45727278.wav_21",0.116644216783016,1,0.08,0.196644216783016,NA,NA,""
"199YGHMF_June_08_2018_45727278.wav_23",0.0500227725930245,1,0.0730640905552721,0.138556412031899,2.4779347948641,3.44218677211046,""
"199YGHMF_June_08_2018_45727278.wav_24",0.109750779398951,1,0.08,0.189750779398951,NA,NA,""
"199YGHMF_June_08_2018_45727278.wav_25",0.110771189538013,1,0.08,0.190771189538013,NA,NA,""
"199YGHMF_June_08_2018_45727278.wav_26",0.109886834084023,1,0.08,0.189886834084023,NA,NA,""
"199YGHMF_June_08_2018_46055512.wav_1",0.113084119186098,1,0.08,0.193084119186098,NA,NA,""
"199YGHMF_June_08_2018_46055512.wav_2",0.109206560658009,1,0.08,0.189206560658009,NA,NA,""
"199YGHMF_June_08_2018_46055512.wav_3",0.115215642587998,1,0.08,0.195215642587998,NA,NA,""
"199YGHMF_June_08_2018_46055512.wav_4",0.111859627019001,1,0.08,0.191859627019001,NA,NA,""
"199YGHMF_June_08_2018_46055512.wav_5",0.109433318466003,1,0.08,0.189433318466003,NA,NA,""
"199YGHMF_June_08_2018_46055512.wav_8",0.0364173040730122,1,0.0581465572156806,0.123529740480964,3.00925731293862,3.206043430744,""
"199YGHMF_June_08_2018_46055512.wav_9",0.0622903700430015,1,0.0292402682548008,0.142519559679697,2.77311397157217,3.52090121923261,""
"199YGHMF_June_08_2018_46055512.wav_10",0.0276871284389699,1,0.0763298449183576,0.189030747243375,2.93054286581647,3.28475787786615,""
"199YGHMF_June_08_2018_46055512.wav_11",0.0782994713360381,1,0.0430158787352909,0.158003585187373,2.89118564225539,3.59961566635476,""
"199YGHMF_June_08_2018_46383751.wav_1",0.0658732481580273,1,0.0257407585159188,0.146305503395057,2.77311397157217,3.67833011347691,""
"199YGHMF_June_08_2018_46383751.wav_2",0.10922941011296,1,0.0726666698184715,0.193660094544802,2.96990008937755,3.69800872525745,""
"199YGHMF_June_08_2018_46383751.wav_3",0.108866597041981,1,0.0739507913172968,0.190635025559877,2.81247119513324,3.14700759540239,""
"199YGHMF_June_08_2018_46711985.wav_2",0.0610207203329765,1,0.0261222316017868,0.146271793067478,2.95022147759701,3.16668620718293,""
"199YGHMF_June_08_2018_46711985.wav_4",0.0613608581259939,1,0.0304220839329366,0.149096091716298,3.00925731293862,3.18636481896346,""
"199YGHMF_June_08_2018_46711985.wav_9",0.0775287412920136,1,0.040588454598627,0.160471635998824,3.10765037184131,3.22572204252454,""
"199YGHMF_June_08_2018_46711985.wav_11",0.0654425116610184,1,0.0402978115866493,0.155819195568664,3.00925731293862,3.30443648964669,""
"199YGHMF_June_08_2018_46711985.wav_12",0.059183976242025,1,0.0270353087222016,0.142795919245448,3.06829314828024,3.40282954854938,""
"199YGHMF_June_08_2018_46711985.wav_13",0.104558358027987,1,0.0758548426312271,0.188765168629383,3.10765037184131,3.24540065430508,""
"199YGHMF_June_08_2018_46711985.wav_14",0.109138880326952,1,0.0748161742594161,0.189642149303941,3.10765037184131,3.34379371320777,""
"199YGHMF_June_09_2018_33277677.wav_8",0.0298867267030971,1,0.08,0.109886726703097,NA,NA,""
"199YGHMF_June_09_2018_33605912.wav_1",0.102177231050007,1,0.0747869907139744,0.186681152811401,2.73375674801109,3.16668620718293,""
"199YGHMF_June_09_2018_33605912.wav_3",0.0630387710430114,1,0.0751642992054079,0.142506577239716,2.83214980691378,3.32411510142723,""
"199YGHMF_June_09_2018_33605912.wav_5",0.0768029919140076,1,0.043948920446355,0.157716513893971,3.0486145364997,3.34379371320777,""
"199YGHMF_June_09_2018_33934144.wav_1",0.107052531688495,1,0.0767760220357736,0.189946623302862,3.206043430744,3.42250816032992,""
"199YGHMF_June_09_2018_33934144.wav_3",0.0500228521297998,1,0.0743027160205511,0.140104693863498,2.10404117103387,2.89118564225539,""
"199YGHMF_June_09_2018_33934144.wav_4",0.0566441906710082,1,0.030052881707884,0.143065347629354,3.06829314828024,3.34379371320777,""
"199YGHMF_June_09_2018_33934144.wav_6",0.0627893370567989,1,0.0302902842156764,0.146612916387226,2.98957870115808,3.40282954854938,""
"199YGHMF_June_09_2018_33934144.wav_7",0.101224846739598,1,0.073929575388096,0.186012865811879,2.95022147759701,3.28475787786615,""
"199YGHMF_June_09_2018_35575321.wav_1",0.0633334559630043,1,0.0727966438699468,0.150260385670975,2.0646839474728,2.0646839474728,""
"199YGHMF_June_09_2018_35575321.wav_3",0.065918494981986,1,0.08,0.145918494981986,NA,NA,""
"199YGHMF_June_09_2018_35903548.wav_2",0.0339909813951991,1,0.0591464797005808,0.121144703846861,2.81247119513324,3.34379371320777,""
"199YGHMF_June_09_2018_35903548.wav_3",0.104898118701698,1,0.0761469552659989,0.188813272002918,2.75343535979163,3.206043430744,""
"199YGHMF_June_09_2018_37544727.wav_1",0.0355103292997967,1,0.08,0.115510329299797,NA,NA,""
"199YGHMF_June_09_2018_38857660.wav_1",0.0539231783540117,1,0.0258708054264579,0.143957856248307,3.06829314828024,3.24540065430508,""
"199YGHMF_June_09_2018_38857660.wav_4",0.106893970882993,1,0.08,0.186893970882993,NA,NA,""
"199YGHMF_June_09_2018_38857660.wav_5",0.113084478743019,1,0.08,0.193084478743019,NA,NA,""
"199YGHMF_June_09_2018_38857660.wav_6",0.0513154552629942,1,0.0210390467934273,0.133325965198231,2.85182841869432,3.57993705457422,""
"199YGHMF_June_09_2018_38857660.wav_7",0.110113942005,1,0.08,0.190113942005,NA,NA,""
"199YGHMF_June_09_2018_38857660.wav_10",0.102132041760001,1,0.08,0.182132041760001,NA,NA,""
"199YGHMF_June_09_2018_38857660.wav_11",0.101587821289002,1,0.08,0.181587821289002,NA,NA,""
"199YGHMF_June_09_2018_38857660.wav_12",0.0485036494949895,1,0.031034347196487,0.138168947226294,3.12732898362185,3.7767231723796,""
"199YGHMF_June_09_2018_39514236.wav_1",0.0648981880305968,1,0.065699594896894,0.145011613275011,2.04500533569226,2.65504230088894,""
"199YGHMF_June_09_2018_39514236.wav_2",0.0571884102771065,1,0.072854544334339,0.141344432705853,2.61568507732786,2.96990008937755,""
"199YGHMF_June_09_2018_39514236.wav_3",0.111270233635992,1,0.08,0.191270233635992,NA,NA,""
"199YGHMF_June_09_2018_39514236.wav_4",0.111043475466687,1,0.08,0.191043475466687,NA,NA,""
"199YGHMF_June_09_2018_39514236.wav_5",0.113651194412796,1,0.08,0.193651194412796,NA,NA,""
"199YGHMF_June_09_2018_39514236.wav_6",0.110249821874504,1,0.08,0.190249821874504,NA,NA,""
"199YGHMF_June_10_2018_34668948.wav_2",0.0616327723980135,1,0.08,0.141632772398013,NA,NA,""
"199YGHMF_June_10_2018_35325408.wav_1",0.071633019519993,1,0.067178081398709,0.152236202660431,2.69439952445001,2.95022147759701,""
"199YGHMF_June_10_2018_35325408.wav_2",0.0620184578630187,1,0.08,0.142018457863019,NA,NA,""
"199YGHMF_June_10_2018_35325408.wav_4",0.0567123082689704,1,0.0758882539401856,0.144866665547381,2.37954173596141,2.55664924198625,""
"199YGHMF_June_10_2018_37294813.wav_3",0.0348753364810079,1,0.08,0.114875336481008,NA,NA,""
"199YGHMF_June_10_2018_37294813.wav_5",0.0330385989940396,1,0.08,0.11303859899404,NA,NA,""
"199YGHMF_June_10_2018_38607862.wav_1",0.0537870377388501,1,0.0616203224758457,0.136776128991916,2.59600646554732,3.48154399567153,""
"199YGHMF_June_10_2018_38607862.wav_2",0.0542632298942101,1,0.0715480141432022,0.13881779840645,3.0486145364997,3.08797176006077,""
"199YGHMF_June_10_2018_38607862.wav_4",0.0758052559700992,1,0.0441107261191041,0.162603643993675,3.08797176006077,3.50122260745207,""
"199YGHMF_June_10_2018_38607862.wav_6",0.0209071032019992,1,0.0480210734413134,0.110331269586863,2.87150703047486,3.0486145364997,""
"199YGHMF_June_10_2018_38607862.wav_11",0.0478232978883995,1,0.017144491731956,0.130057817159791,2.85182841869432,3.40282954854938,""
"199YGHMF_June_11_2018_42586992.wav_2",0.0364173619759924,1,0.0524925790619199,0.119905395510605,2.91086425403593,3.40282954854938,""
"199YGHMF_June_11_2018_42586992.wav_4",0.0661907095949914,1,0.08,0.146190709594991,NA,NA,""
"199YGHMF_June_11_2018_42915225.wav_2",0.0620410350983995,1,0.08,0.1420410350984,NA,NA,""
"199YGHMF_June_11_2018_44228165.wav_6",0.0591158547155004,1,0.08,0.1391158547155,NA,NA,""
"199YGHMF_June_11_2018_45541101.wav_2",0.0591612063494011,1,0.08,0.139161206349401,NA,NA,""
"199YGHMF_June_12_2018_40908380.wav_4",0.0232880269508939,1,0.08,0.103288026950894,NA,NA,""
"199YGHMF_June_12_2018_40908380.wav_6",0.028662187016991,1,0.0792345734560689,0.11225902126801,2.34018451240033,2.69439952445001,""
"199YGHMF_June_12_2018_45503882.wav_1",0.146757887118802,1,0.158249990494418,0.230667369592575,3.206043430744,3.63897288991584,""
"199YGHMF_June_12_2018_46488586.wav_2",0.0670523906379685,1,0.08,0.147052390637969,NA,NA,""
"199YGHMF_June_12_2018_46488586.wav_3",0.149229551162989,1,0.163605862131272,0.230485543159685,2.85182841869432,3.44218677211046,""
"199YGHMF_June_13_2018_32948329.wav_1",0.138186151181998,1,0.150549520897658,0.219221715807654,3.06829314828024,3.14700759540239,""
"199YGHMF_June_13_2018_32948329.wav_3",0.0557143704389773,1,0.0742673708159658,0.135458164020533,2.96990008937755,3.32411510142723,""
"199YGHMF_June_13_2018_33933147.wav_1",0.105374353691005,1,0.08,0.185374353691005,NA,NA,""
"199YGHMF_June_13_2018_33933147.wav_6",0.0546939834530349,1,0.072334205810049,0.135133767512805,2.7927925833527,3.0486145364997,""
"199YGHMF_June_13_2018_34261376.wav_4",0.140453786693001,1,0.159212331844415,0.221731214602481,2.55664924198625,3.16668620718293,""
"199YGHMF_June_13_2018_34589614.wav_2",0.0547620978664902,1,0.0737812441380405,0.135967762643571,2.67472091266948,3.08797176006077,""
"199YGHMF_June_13_2018_34589614.wav_4",0.0335602090445022,1,0.0504278988364871,0.121312355491335,2.75343535979163,2.7927925833527,""
"199YGHMF_June_13_2018_34589614.wav_6",0.0451475514916027,1,0.0609209232287104,0.129600951208852,2.28114867705872,2.39922034774194,""
"199YGHMF_June_13_2018_34589614.wav_7",0.0437189750254987,1,0.0621373498911008,0.133364771756259,2.2221128417171,2.39922034774194,""
"199YGHMF_June_13_2018_34589614.wav_8",0.0539684442742043,1,0.0741303595266248,0.14209605874033,1.98596950035065,2.2221128417171,""
"199YGHMF_June_13_2018_34589614.wav_10",0.0516781867650025,1,0.0650686188378497,0.131994824131152,2.39922034774194,2.41889895952248,""
"199YGHMF_June_13_2018_36230897.wav_2",0.0278685346860996,1,0.0492071541355806,0.121638558896438,2.12371978281441,2.16307700637549,""
"199YGHMF_June_13_2018_36230897.wav_3",0.0736962878193026,1,0.08,0.153696287819303,NA,NA,""
"199YGHMF_June_13_2018_36230897.wav_4",0.053333436600397,1,0.08,0.133333436600397,NA,NA,""
"199YGHMF_June_13_2018_36230897.wav_9",0.0631520497158959,1,0.08,0.143152049715896,NA,NA,""
"199YGHMF_June_13_2018_36230897.wav_20",0.0411111907120016,1,0.0588200884916886,0.128542380096215,2.28114867705872,2.45825618308356,""
"199YGHMF_June_13_2018_36559125.wav_5",0.0664400379420158,1,0.08,0.146440037942016,NA,NA,""
"199YGHMF_June_13_2018_36887361.wav_88",0.0635149631989975,1,0.0769707773895796,0.148901035751914,2.18275561815603,2.61568507732786,""
"199YGHMF_June_13_2018_38528536.wav_1",0.0723358559810094,1,0.0740499539050753,0.154920869783178,2.18275561815603,3.24540065430508,""
"199YGHMF_June_13_2018_38528536.wav_3",0.0748982232930189,1,0.0439410531654774,0.156102251855248,2.73375674801109,3.56025844279369,""
"199YGHMF_June_13_2018_38856766.wav_4",0.0728572839272004,1,0.0459420680758431,0.152184184278234,2.77311397157217,3.44218677211046,""
"199YGHMF_June_13_2018_39185001.wav_8",0.0569388033262044,1,0.08,0.136938803326204,NA,NA,""
"199YGHMF_June_13_2018_39185001.wav_12",0.0646939091560057,1,0.08,0.144693909156006,NA,NA,""
"199YGHMF_June_14_2018_40962719.wav_19",0.0489343351119942,1,0.0808488053332905,0.112732144146124,2.4779347948641,3.30443648964669,""
"273YYNF_June_15_2018_33023938.wav_102",0.133197536815004,1,0.08,0.213197536815004,NA,NA,""
"273YYNF_June_15_2018_33352174.wav_1",0.028707538578189,1,0,0.15869860013251,3.95383067840445,5.11486877345619,""
"273YYNF_June_15_2018_33352174.wav_3",0.145918649882304,1,0.08,0.225918649882304,NA,NA,""
"273YYNF_June_15_2018_33680408.wav_2",0.0629706434689012,1,0,0.15149407736497,2.87150703047486,3.69800872525745,""
"273YYNF_June_15_2018_33680408.wav_4",0.0831520884410111,1,0.0190524458736506,0.169974846301536,3.75704456059907,3.83575900772122,""
"273YYNF_June_15_2018_33680408.wav_5",0.0590930849405993,1,0.0714048660117358,0.220846938553864,3.28475787786615,3.44218677211046,""
"273YYNF_June_15_2018_33680408.wav_6",0.0765987877703083,1,0.0084001907211042,0.158450954499497,2.65504230088894,3.57993705457422,""
"273YYNF_June_15_2018_33680408.wav_7",0.139319997649807,1,0.0709924727277753,0.225104513345339,2.87150703047486,3.52090121923261,""
"273YYNF_June_15_2018_33680408.wav_8",0.149388044354893,1,0.08,0.229388044354893,NA,NA,""
"273YYNF_June_15_2018_33680408.wav_9",0.062653182536792,1,0.0725749056918477,0.224079100607846,3.16668620718293,3.32411510142723,""
"273YYNF_June_15_2018_33680408.wav_10",0.0708164636490949,1,0,0.154426347579656,2.69439952445001,3.18636481896346,""
"273YYNF_June_15_2018_33680408.wav_11",0.142698688998991,1,0.074690334922507,0.226303264743656,3.75704456059907,4.6032248671622,""
"273YYNF_June_15_2018_33680408.wav_12",0.128821111108195,1,0.0657150712729078,0.216180157964153,2.95022147759701,3.08797176006077,""
"273YYNF_June_15_2018_33680408.wav_13",0.125374392416305,1,0.0682700756181056,0.215705116551088,2.57632785376679,3.56025844279369,""
"273YYNF_June_15_2018_33680408.wav_14",0.0265760151767012,1,0.0405816797589888,0.188083231381762,3.16668620718293,3.30443648964669,""
"273YYNF_June_15_2018_33680408.wav_15",0.0707030847448067,1,0.0100103130395373,0.159444851481942,2.6353636891084,3.63897288991584,""
"273YYNF_June_15_2018_33680408.wav_17",0.0294558393467952,1,0.0406266573686802,0.191607502824462,2.98957870115808,3.206043430744,""
"273YYNF_June_15_2018_33680408.wav_18",0.0313606049396924,1,0.00301760787051311,0.152943780536103,3.18636481896346,3.42250816032992,""
"273YYNF_June_15_2018_33680408.wav_20",0.108707693479005,1,0.0400326225081231,0.193343713160639,2.98957870115808,3.16668620718293,""
"273YYNF_June_15_2018_33680408.wav_21",0.103809724810986,1,0.0466843815191481,0.191797693675978,3.10765037184131,3.12732898362185,""
"273YYNF_June_15_2018_33680408.wav_22",0.138118181264019,1,0.0716986556640355,0.22252636203867,2.87150703047486,3.69800872525745,""
"273YYNF_June_15_2018_33680408.wav_23",0.103310857633005,1,0.0692089038639023,0.215217433163329,2.55664924198625,3.63897288991584,""
"273YYNF_June_15_2018_33680408.wav_26",0.0985942952119956,1,0.0300179224430797,0.181903460624417,3.79640178416014,3.85543761950176,""
"273YYNF_June_15_2018_33680408.wav_27",0.133514997747994,1,0.0722993578435588,0.222369096719017,3.30443648964669,3.71768733703799,""
"273YYNF_June_15_2018_33680408.wav_28",0.137800720331995,1,0.07514153643862,0.21986992622134,2.73375674801109,3.10765037184131,""
"273YYNF_June_15_2018_33680408.wav_29",0.143537692891982,1,0.0761666537830158,0.228114814121501,3.65865150169638,3.65865150169638,""
"273YYNF_June_15_2018_33680408.wav_33",0.0685488855619951,1,0,0.154988670679221,2.35986312418087,3.50122260745207,""
"273YYNF_June_15_2018_33680408.wav_34",0.122358513560982,1,0.0638601953465393,0.210422537974314,3.40282954854938,3.44218677211046,""
"273YYNF_June_15_2018_33680408.wav_35",0.135261032875007,1,0.0670861291310987,0.216904464856628,2.98957870115808,3.59961566635476,""
"273YYNF_June_15_2018_33680408.wav_36",0.135827927395951,1,0.069181386779359,0.219942854670599,3.38315093676884,3.73736594881853,""
"273YYNF_June_15_2018_33680408.wav_37",0.135963982080966,1,0.0703061809120321,0.220481199565716,3.36347232498831,3.7767231723796,""
"273YYNF_June_15_2018_34008643.wav_1",0.0712699792659919,1,0,0.154904769224032,2.91086425403593,3.65865150169638,""
"273YYNF_June_15_2018_34008643.wav_2",0.107075037256038,1,0.0361896347525054,0.190217178292136,3.42250816032992,3.69800872525745,""
"273YYNF_June_15_2018_34336877.wav_38",0.158299626236044,1,0.0752509904839408,0.319898702729883,1.63175448830096,2.49761340664463,""
"273YYNF_June_15_2018_34336877.wav_39",0.235805445240999,1,0,0.39740521258209,2.16307700637549,2.18275561815603,""
"273YYNF_June_15_2018_34336877.wav_40",0.0963947444680002,1,0,0.259418180250904,2.00564811213118,2.0646839474728,""
"273YYNF_June_15_2018_34665108.wav_4",0.116326755849997,1,0.0428433234782093,0.199209398655877,3.14700759540239,3.79640178416014,""
"273YYNF_June_15_2018_34993348.wav_4",0.139206618744993,1,0.0648887382793815,0.227537627344733,3.50122260745207,3.7767231723796,""
"273YYNF_June_15_2018_34993348.wav_5",0.152109138058989,1,0.08,0.232109138058989,NA,NA,""
"273YYNF_June_15_2018_34993348.wav_6",0.147914118599004,1,0.08,0.227914118599005,NA,NA,""
"273YYNF_June_15_2018_34993348.wav_9",0.0503402335260148,1,0.0770856272782879,0.21285684468275,3.461865383891,3.63897288991584,""
"273YYNF_June_15_2018_34993348.wav_11",0.11743786911299,1,0.0450678167388317,0.201446975133031,3.36347232498831,3.59961566635476,""
"273YYNF_June_15_2018_34993348.wav_12",0.101133982668983,1,0.0295390763189702,0.191039683744651,3.65865150169638,4.13093818442929,""
"273YYNF_June_15_2018_34993348.wav_13",0.146100056129995,1,0.0822337274710138,0.231396506047636,3.48154399567153,3.7767231723796,""
"273YYNF_June_15_2018_34993348.wav_14",0.141428845269985,1,0.0698185810494672,0.226420561326144,2.98288594066408,3.75610208406481,""
"273YYNF_June_15_2018_34993348.wav_16",0.0670069324630163,1,0,0.159896191532066,3.15685957292925,3.8527541019899,""
"273YYNF_June_15_2018_34993348.wav_17",0.144626130371989,1,0.0691301408456065,0.231322994664991,3.09886836217419,3.87208450557492,""
"273YYNF_June_15_2018_34993348.wav_18",0.132403884485001,1,0.0711048867837576,0.222438029391886,3.04087715141914,3.25351159085434,""
"273YYNF_June_15_2018_34993348.wav_22",0.0470522452999944,1,0.0643604913716899,0.209663246222846,3.13752916934423,3.36949401236445,""
"273YYNF_June_15_2018_34993348.wav_23",0.067913963698004,1,0.00048654228640609,0.151389443171336,3.31150280160939,3.71744127689477,""
"273YYNF_June_15_2018_34993348.wav_24",0.0409978118079835,1,0.06006867699882,0.202897889955716,3.36949401236445,3.52413724104459,""
