"","sound.files","selec","start","end","SNR"
"123","Phaethornis-longirostris-154072.wav",90,61.1807135458431,61.2991067590307,2.84116941817229
"125","Phaethornis-longirostris-154072.wav",92,62.6749175467625,62.7892282353574,2.85566284010488
"127","Phaethornis-longirostris-154072.wav",94,64.0956361050137,64.2344419411647,5.54544921445143
"129","Phaethornis-longirostris-154072.wav",96,65.9531847946813,66.0756605324616,5.39752455742995
"131","Phaethornis-longirostris-154072.wav",98,67.8433936810903,67.9781169926487,4.40160869493773
"133","Phaethornis-longirostris-154072.wav",100,69.5294763378655,69.6601171248312,5.91021382595995
"135","Phaethornis-longirostris-154072.wav",102,71.0685881093044,71.2033114208627,6.39390510977368
"137","Phaethornis-longirostris-154072.wav",104,72.5301319134824,72.6607727004481,6.73386691960645
"139","Phaethornis-longirostris-154072.wav",106,74.2733699145551,74.4040107015207,4.89262425432273
"141","Phaethornis-longirostris-154072.wav",108,75.4042292267264,75.5267049645066,5.8431719525654
"143","Phaethornis-longirostris-154072.wav",110,76.7800400144582,76.9025157522385,3.7478918646778
"145","Phaethornis-longirostris-154072.wav",112,78.3354818842678,78.4538750974554,3.99987220144275
"147","Phaethornis-longirostris-154072.wav",114,79.7847781146677,79.9276664754114,5.55668949698162
"149","Phaethornis-longirostris-154072.wav",116,81.2667345418091,81.3973753287748,3.24267504812652
"151","Phaethornis-longirostris-154072.wav",118,82.8630016575455,82.9977249691038,5.35530766849057
"153","Phaethornis-longirostris-154072.wav",120,84.5368367405427,84.671560052101,5.03974261756238
"155","Phaethornis-longirostris-154072.wav",122,85.9330601512379,86.0677834627962,6.45205620985102
"157","Phaethornis-longirostris-154072.wav",124,87.317035988155,87.443594250528,6.52585236471678
"159","Phaethornis-longirostris-154072.wav",126,89.0929341859691,89.2276574975274,7.9355389360073
"161","Phaethornis-longirostris-154072.wav",128,90.3381041867353,90.480992547479,2.39319720832204
"163","Phaethornis-longirostris-154072.wav",130,91.6690072039477,91.7955654663206,6.37963662267487
"165","Phaethornis-longirostris-154072.wav",132,92.8855995325651,93.0203228441235,6.84701883426211
"167","Phaethornis-longirostris-154072.wav",134,94.2369151727409,94.3593909105212,5.67074219839111
"169","Phaethornis-longirostris-154072.wav",136,95.747449272031,95.874007534404,4.55164882603376
"171","Phaethornis-longirostris-154072.wav",138,97.3763765845088,97.5070173714744,5.53097524789024
"173","Phaethornis-longirostris-154072.wav",140,98.6419592082383,98.7766825197967,5.58140389198378
"175","Phaethornis-longirostris-154072.wav",142,99.8871292090045,100.021852520563,6.16319741487273
"177","Phaethornis-longirostris-154072.wav",144,100.936338029322,101.075143865473,6.9867524987722
"179","Phaethornis-longirostris-154072.wav",146,102.087609964457,102.218250751423,6.06459389375334
"181","Phaethornis-longirostris-154072.wav",148,103.365440161965,103.504245998116,7.91332145105314
"183","Phaethornis-longirostris-154072.wav",150,104.639187834879,104.769828621845,2.14676455434457
"185","Phaethornis-longirostris-154072.wav",152,106.039493770167,106.16605203254,5.212957409488
"187","Phaethornis-longirostris-154072.wav",154,107.603100689162,107.733741476128,4.1462231959358
"189","Phaethornis-longirostris-154072.wav",156,108.689052230814,108.81969301778,3.45035526648307
"191","Phaethornis-longirostris-154072.wav",158,109.844406690541,109.970964952914,4.1715519229351
"193","Phaethornis-longirostris-154072.wav",160,111.048751445381,111.167144658568,2.5466842632304
"195","Phaethornis-longirostris-154072.wav",162,112.355159315037,112.477635052817,3.2928725141168
"197","Phaethornis-longirostris-154072.wav",164,113.943261381588,114.057572070183,2.73550002071955
"199","Phaethornis-longirostris-154072.wav",166,115.143523611835,115.261916825022,4.11662568012487
"201","Phaethornis-longirostris-154072.wav",168,116.596902366828,116.727543153793,5.73400072858908
"203","Phaethornis-longirostris-154072.wav",170,117.895145187299,118.029868498857,5.77345598351411
"205","Phaethornis-longirostris-154072.wav",172,119.111737515916,119.234213253696,5.65967430261343
"207","Phaethornis-longirostris-154072.wav",174,120.503878402019,120.630436664391,5.58634346736107
"209","Phaethornis-longirostris-154072.wav",176,121.822533845453,121.945009583233,4.81081305593532
"211","Phaethornis-longirostris-154072.wav",178,123.063621321626,123.194262108592,5.03729010108312
"213","Phaethornis-longirostris-154072.wav",180,124.288378699429,124.419019486395,5.66315833231049
"215","Phaethornis-longirostris-154072.wav",182,125.537631224788,125.660106962568,4.18305393168339
"217","Phaethornis-longirostris-154072.wav",184,126.946102209261,127.064495422449,3.47960389901624
"219","Phaethornis-longirostris-154072.wav",186,128.191272210027,128.313747947808,0.959378910048585
"221","Phaethornis-longirostris-154072.wav",188,129.70588883391,129.832447096283,4.2543551406388
"223","Phaethornis-longirostris-154072.wav",190,131.334816146388,131.449126834983,3.40365974689436
"225","Phaethornis-longirostris-154072.wav",192,132.984156081829,133.098466770424,3.48081786070898
"227","Phaethornis-longirostris-154072.wav",194,134.711063984531,134.849869820682,5.62581171520166
"229","Phaethornis-longirostris-154072.wav",196,141.647273267488,141.753418906897,2.29726659160059
"231","Phaethornis-longirostris-154072.wav",198,142.590336448396,142.712812186176,3.5863490969483
"233","Phaethornis-longirostris-154072.wav",200,143.561977301453,143.692618088418,4.36027010396274
"235","Phaethornis-longirostris-154072.wav",202,144.570360875844,144.701001662809,3.70945087717199
"237","Phaethornis-longirostris-154072.wav",204,146.338094024472,146.472817336031,2.65623569835176
"239","Phaethornis-longirostris-154072.wav",206,147.260744582417,147.407715467754,1.47474669830947
"241","Phaethornis-longirostris-154072.wav",208,148.665133042298,148.759031107929,2.34261489141028
"243","Phaethornis-longirostris-154072.wav",210,151.400424519391,151.498405109615,1.49437026469504
"245","Phaethornis-longirostris-154072.wav",212,151.739274060583,151.927070191846,1.36169768319
"247","Phaethornis-longirostris-154072.wav",214,155.21350248895,155.327813177545,1.31182942564829
"249","Phaethornis-longirostris-154072.wav",216,155.552352030142,155.756478259776,1.36095463485748
"251","Phaethornis-longirostris-154123.wav",2,0.841493628945186,0.97221108586871,3.28184455535809
"253","Phaethornis-longirostris-154123.wav",4,1.87089360221794,2.00569597967032,3.86107541365709
"255","Phaethornis-longirostris-154123.wav",6,2.96156738342359,3.09636976087598,3.89728823310038
"257","Phaethornis-longirostris-154123.wav",8,4.14619433679303,4.28099671424541,4.19180349269519
"259","Phaethornis-longirostris-154123.wav",10,5.14699986636376,5.27363240275842,3.79025469835649
"261","Phaethornis-longirostris-154123.wav",12,6.14780539593449,6.28669269391573,4.04689187113893
"263","Phaethornis-longirostris-154123.wav",14,7.25481885925558,7.38962123670797,3.44579871940959
"265","Phaethornis-longirostris-154123.wav",16,8.28830375305719,8.42310613050958,3.70012854690641
"267","Phaethornis-longirostris-154123.wav",18,9.28910928262793,9.42799658060917,3.82175491250397
"269","Phaethornis-longirostris-154123.wav",20,10.3634433817181,10.4941608386417,3.35511724567062
"271","Phaethornis-longirostris-154123.wav",22,11.3397393881157,11.478626686097,4.31740423892886
"273","Phaethornis-longirostris-154123.wav",24,12.4957718977831,12.6264893547066,4.80919008509055
"275","Phaethornis-longirostris-154123.wav",26,13.463898063123,13.5946155200465,3.96805515627763
"277","Phaethornis-longirostris-154123.wav",28,14.4769583542803,14.6158456522615,3.58351495293711
"279","Phaethornis-longirostris-154123.wav",30,15.6493305460631,15.7882178440444,3.14949978087054
"281","Phaethornis-longirostris-154123.wav",32,16.850297181548,16.9810146384715,4.5214758815286
"283","Phaethornis-longirostris-154123.wav",34,17.7898289031858,17.9246312806382,3.7212351809444
"285","Phaethornis-longirostris-154123.wav",36,18.7293606248237,18.8682479228049,4.42128755993155
"287","Phaethornis-longirostris-154123.wav",38,20.1018939225207,20.2366962999731,3.81440997841065
"289","Phaethornis-longirostris-154123.wav",40,21.1272089752646,21.2701811937747,3.26826366593032
"291","Phaethornis-longirostris-154123.wav",42,22.1035049816621,22.2342224385857,4.19411534389836
"293","Phaethornis-longirostris-154123.wav",44,23.1124803522906,23.2431978092141,5.31273280135545
"295","Phaethornis-longirostris-154123.wav",46,24.1296255639768,24.2603430209003,4.51055652405165
"297","Phaethornis-longirostris-154123.wav",48,25.1386009346052,25.2815731531153,4.17570995683537
"299","Phaethornis-longirostris-154123.wav",50,26.1475763052337,26.2782937621572,4.03212794536468
"301","Phaethornis-longirostris-154123.wav",52,27.1933159606219,27.3240334175454,4.39179454596524
"303","Phaethornis-longirostris-154123.wav",54,28.2839897418275,28.4187921192799,4.40064823997936
"305","Phaethornis-longirostris-154123.wav",56,29.2725405098117,29.4114278077929,5.92234484234385
"307","Phaethornis-longirostris-154123.wav",58,30.3060254036133,30.4367428605368,4.94990948796532
"309","Phaethornis-longirostris-154123.wav",60,31.3476801384726,31.482482515925,5.12885033405406
"311","Phaethornis-longirostris-154129.wav",1,0.351125757413063,0.47769434438754,3.34258313757142
"313","Phaethornis-longirostris-154129.wav",3,1.33917730734285,1.48207732489467,3.83709648119406
"315","Phaethornis-longirostris-154129.wav",5,2.28231742318491,2.40888601015939,2.65122574115237
"317","Phaethornis-longirostris-154129.wav",7,3.71948331399187,3.85830047389936,3.18229519480146
"319","Phaethornis-longirostris-154129.wav",9,4.85043488147348,4.9810863260923,3.6459111016954
"321","Phaethornis-longirostris-154129.wav",11,6.02221502539847,6.18144647352765,3.6259101840985
"323","Phaethornis-longirostris-154129.wav",13,7.03884657883862,7.17358088110177,3.13320032402653
"325","Phaethornis-longirostris-154129.wav",15,8.0799752781448,8.21879243805229,3.81817652617887
"327","Phaethornis-longirostris-154129.wav",17,9.27625256793582,9.41506972784331,3.93959372625979
"329","Phaethornis-longirostris-154129.wav",19,10.5501041529693,10.6889213128767,3.08541615491055
"331","Phaethornis-longirostris-154129.wav",21,11.6034814252084,11.7422985851159,3.02712268925979
"333","Phaethornis-longirostris-154129.wav",23,12.7303501350457,12.8732501525975,3.58145860626303
"335","Phaethornis-longirostris-154129.wav",25,13.7918931225736,13.9307102824811,3.80436498842377
"337","Phaethornis-longirostris-154129.wav",27,14.9555075512099,15.0902418534731,4.27510000386641
"339","Phaethornis-longirostris-154129.wav",29,16.200779132733,16.3518448655735,3.28713993498622
"341","Phaethornis-longirostris-154129.wav",31,17.711436461138,17.8502536210455,2.732055596254
"343","Phaethornis-longirostris-154129.wav",33,18.8872994627073,19.0220337649705,3.49196149067384
"345","Phaethornis-longirostris-154129.wav",35,19.9529253078795,20.091742467787,4.2662852839416
"347","Phaethornis-longirostris-154129.wav",37,21.1818654588253,21.3288483340214,3.41651835261431
"349","Phaethornis-longirostris-154129.wav",39,22.2025798699098,22.3495627451059,2.98684858266504
"351","Phaethornis-longirostris-154129.wav",41,23.2763714303706,23.4029400173451,3.4475650328553
"353","Phaethornis-longirostris-154129.wav",43,24.2440086920787,24.3664944214089,2.59904290222935
"355","Phaethornis-longirostris-154129.wav",45,27.159169050136,27.2775719218218,2.07232968141035
"357","Phaethornis-longirostris-154129.wav",47,29.4578179038983,29.5762207755841,3.62565684272761
"359","Phaethornis-longirostris-154129.wav",49,30.5397751796478,30.6704266242667,2.71907576181997
"361","Phaethornis-longirostris-154129.wav",51,31.9156982057897,32.0381839351199,2.87085681438001
"363","Phaethornis-longirostris-154129.wav",53,33.0629812038487,33.1977155061118,3.23803367589142
"365","Phaethornis-longirostris-154129.wav",55,34.226595632485,34.3490813618152,2.57329700566098
"367","Phaethornis-longirostris-154129.wav",57,35.4187900646317,35.5494415092505,2.85795529410234
"369","Phaethornis-longirostris-154129.wav",59,36.5129959133143,36.6436473579331,3.59757535900396
"371","Phaethornis-longirostris-154129.wav",61,38.1665532592711,38.3012875615343,3.71404682787921
"373","Phaethornis-longirostris-154129.wav",63,39.2117648162216,39.3383334031961,3.91944499151767
"375","Phaethornis-longirostris-154129.wav",65,40.5917707000079,40.7305878599154,4.0635335390504
"377","Phaethornis-longirostris-154129.wav",67,41.7104736945565,41.8452079968196,5.04531235480392
"379","Phaethornis-longirostris-154129.wav",69,42.8536738349711,42.9924909948786,3.76926518417203
"381","Phaethornis-longirostris-154129.wav",71,43.8988853919216,44.0377025518291,4.60529895020138
"383","Phaethornis-longirostris-154129.wav",73,45.1033283970013,45.2339798416201,4.51559472678768
"385","Phaethornis-longirostris-154129.wav",75,46.2587771103489,46.3894285549678,3.86606947282552
"387","Phaethornis-longirostris-154129.wav",77,47.4428058272069,47.5734572718258,4.27545782120816
"389","Phaethornis-longirostris-154129.wav",79,48.6227516864206,48.7574859886838,3.59760618258359
"391","Phaethornis-longirostris-154129.wav",81,49.7128746774588,49.859857552655,2.92035504421019
"393","Phaethornis-longirostris-154129.wav",83,50.766251949698,50.9009862519612,4.22548924307637
"395","Phaethornis-longirostris-154129.wav",85,51.9094520901127,52.0482692500201,4.64904689379776
"397","Phaethornis-longirostris-154129.wav",87,53.1751379598574,53.3139551197649,4.19664828744744
"399","Phaethornis-longirostris-154129.wav",89,54.2897580967617,54.4122438260918,4.61140040073584
"401","Phaethornis-longirostris-154129.wav",91,55.5554439665064,55.6901782687696,4.65422873830511
"403","Phaethornis-longirostris-154129.wav",93,56.7108926798541,56.8415441244729,4.03856119548442
"405","Phaethornis-longirostris-154129.wav",95,57.8132642438253,57.9479985460885,1.51803891513641
"407","Phaethornis-longirostris-154129.wav",97,58.993210103039,59.1279444053022,2.66366190064825
"409","Phaethornis-longirostris-154129.wav",99,61.5654104189719,61.7042275788794,4.89806065839595
"411","Phaethornis-longirostris-154129.wav",101,62.7208591323195,62.8637591498714,6.9700691311226
"413","Phaethornis-longirostris-154129.wav",103,63.7864849774917,63.9334678526879,5.31484205864375
"415","Phaethornis-longirostris-154129.wav",105,64.7663708121329,64.913353687329,4.16191390749217
"417","Phaethornis-longirostris-154129.wav",107,66.2117024182285,66.3341881475586,4.87095093973381
"419","Phaethornis-longirostris-154129.wav",109,67.1915882528696,67.3222396974884,5.33585802155872
"421","Phaethornis-longirostris-154129.wav",111,68.4082798308823,68.5307655602124,4.31270695899452
"423","Phaethornis-longirostris-154129.wav",113,69.4984028219205,69.612722835962,4.04636271171498
"425","Phaethornis-longirostris-154129.wav",115,72.0216088461214,72.1359288601628,2.61503515544183
"427","Phaethornis-longirostris-154129.wav",117,75.1899063781276,75.3001435345248,2.04160260786151
"429","Phaethornis-longirostris-154129.wav",119,77.9458352880557,78.0479067291642,2.59093859380746
"431","Phaethornis-longirostris-154138.wav",2,1.23295393075424,1.36768068477706,2.39364152731416
"433","Phaethornis-longirostris-154138.wav",4,8.193836221933,8.32448034704603,1.81903307830688
"435","Phaethornis-longirostris-154138.wav",6,9.30431128539377,9.43087278159702,2.18712402600119
"437","Phaethornis-longirostris-154138.wav",8,10.9986022829534,11.1292464080664,2.68105432152773
"439","Phaethornis-longirostris-154138.wav",10,12.1335731198729,12.2682998738957,2.89343392592674
"441","Phaethornis-longirostris-154138.wav",12,13.4930885468304,13.6155674141238,2.32669483424845
"443","Phaethornis-longirostris-154138.wav",14,18.9678939148484,19.0903727821418,2.43230790636855
"445","Phaethornis-longirostris-154138.wav",16,21.3399013114319,21.4582975498156,2.40774085515756
"447","Phaethornis-longirostris-154138.wav",18,23.6547519032784,23.7813133994817,2.40888048776429
"449","Phaethornis-longirostris-154138.wav",20,24.7162354198218,24.8427969160251,2.76674898846188
"451","Phaethornis-longirostris-154138.wav",22,27.5128362230227,27.6312324614063,2.01767029636698
"453","Phaethornis-longirostris-154138.wav",24,38.4869427325174,38.6135042287206,2.89624364897371
"455","Phaethornis-longirostris-154138.wav",26,85.5719019490362,85.7188765897883,7.19395056680088
"457","Phaethornis-longirostris-154138.wav",28,86.7150380437752,86.8538474267078,5.72801708375548
"459","Phaethornis-longirostris-154138.wav",30,87.6989516110327,87.8459262517849,5.63910936742748
"461","Phaethornis-longirostris-154138.wav",32,88.6828651782903,88.8257571901326,5.09925833849453
"463","Phaethornis-longirostris-154138.wav",34,89.62595245645,89.7892576128413,9.35465528559178
"465","Phaethornis-longirostris-154138.wav",36,91.0058810279564,91.1651035554379,8.87203309875817
"467","Phaethornis-longirostris-154138.wav",38,92.2592481032595,92.4143880018312,8.82675316793317
"469","Phaethornis-longirostris-154138.wav",40,93.1982527525094,93.3493100221714,9.38513031008041
"471","Phaethornis-longirostris-154138.wav",42,94.2638188979626,94.4230414254441,6.27377641978998
"473","Phaethornis-longirostris-154138.wav",44,95.2232366917614,95.3661287036038,9.17571795846886
"475","Phaethornis-longirostris-154161.wav",1,0.38788278506435,0.506289108926099,2.26132813527446
"477","Phaethornis-longirostris-154161.wav",3,1.71893318433781,1.83325653151467,2.51613518120283
"479","Phaethornis-longirostris-154161.wav",5,3.06223251366592,3.19288776758234,1.92145762823024
"481","Phaethornis-longirostris-154161.wav",7,4.88324011512593,5.00981239235745,2.60541658258977
"483","Phaethornis-longirostris-154161.wav",9,6.46743506886243,6.65933497305216,2.03752161580393
"485","Phaethornis-longirostris-154161.wav",11,7.63516640074037,7.77398760802656,2.41452908373937
"487","Phaethornis-longirostris-154161.wav",13,9.0070465668627,9.12953586740934,2.78775949220597
"489","Phaethornis-longirostris-154161.wav",15,10.8729669118565,11.0036221657729,2.57208303097588
"491","Phaethornis-longirostris-154161.wav",17,12.1550215909113,12.2652619614032,1.88963754523126
"493","Phaethornis-longirostris-154161.wav",19,13.5350677104034,13.6371421275256,2.32596496426107
"495","Phaethornis-longirostris-154161.wav",21,14.7722096459244,14.8865329931013,2.03237192576692
"497","Phaethornis-longirostris-154161.wav",23,16.099177068513,16.2135004156898,2.05415245013004
"499","Phaethornis-longirostris-154161.wav",25,17.3036551905549,17.446559374526,2.26186498629036
"501","Phaethornis-longirostris-154161.wav",27,18.4795524758026,18.5857098696097,2.87534587173905
"503","Phaethornis-longirostris-154161.wav",29,20.0065857559507,20.1209091031276,2.84914248197637
"505","Phaethornis-longirostris-154161.wav",31,21.3907148521277,21.5091211759894,2.53523099979551
"507","Phaethornis-longirostris-154161.wav",33,24.0977283942084,24.2447155548643,1.17052517715615
"509","Phaethornis-longirostris-154161.wav",35,25.4083639100574,25.5431021406587,2.3127884909376
"511","Phaethornis-longirostris-154161.wav",37,26.5965101253598,26.7149164492215,1.8878502610153
"513","Phaethornis-longirostris-154161.wav",39,27.9112286178937,28.0214689883856,2.36917665964809
"515","Phaethornis-longirostris-154161.wav",41,29.3157725974951,29.4382618980417,3.16860269080345
"517","Phaethornis-longirostris-154161.wav",43,30.4018443956753,30.5243336962219,3.08850957347217
"519","Phaethornis-longirostris-154161.wav",45,31.8227202820163,31.9492925592478,3.18535057798976
"521","Phaethornis-longirostris-154161.wav",47,32.9373729169907,33.0598622175373,2.44867843342226
"523","Phaethornis-longirostris-154161.wav",49,34.2153446193606,34.3378339199072,3.06589654827944
"525","Phaethornis-longirostris-154161.wav",51,35.4239057180874,35.5423120419492,2.73756031102356
"527","Phaethornis-longirostris-154161.wav",53,36.4732307261036,36.5916370499653,3.05792288020477
"529","Phaethornis-longirostris-154161.wav",55,37.8287789854864,37.9349363792935,2.34140831723389
"531","Phaethornis-longirostris-154161.wav",57,39.1761612914994,39.3108995221007,2.69815705815432
"533","Phaethornis-longirostris-154161.wav",59,40.3724734601715,40.4867968073484,3.24352325338726
"535","Phaethornis-longirostris-154161.wav",61,41.6096153956926,41.740270649609,3.29231019212872
"537","Phaethornis-longirostris-154161.wav",63,42.9529147250207,43.0754040255673,3.18586340155529
"539","Phaethornis-longirostris-154161.wav",65,44.2227204740208,44.3411267978826,2.27155126958564
"541","Phaethornis-longirostris-154161.wav",67,45.3006263188312,45.4271985960628,2.99594893161599
"543","Phaethornis-longirostris-154161.wav",69,46.7868298321304,46.9052361559922,3.01056692388904
"545","Phaethornis-longirostris-154161.wav",71,47.8565697235711,47.9708930707479,3.84454380466209
"547","Phaethornis-longirostris-154161.wav",73,49.9511367629186,50.0695430867803,3.16161984654464
"549","Phaethornis-longirostris-154161.wav",75,51.245440372028,51.3965105093689,2.86346527835373
"551","Phaethornis-longirostris-154161.wav",77,52.5111631443433,52.6214035148352,3.20336208548289
"553","Phaethornis-longirostris-154161.wav",79,53.8217986601923,53.9728687975331,2.02272677550984
"555","Phaethornis-longirostris-154161.wav",81,55.1242682226715,55.2753383600124,2.47926345130526
"557","Phaethornis-longirostris-154161.wav",83,56.418571831781,56.5369781556427,2.76720233518459
"559","Phaethornis-longirostris-154161.wav",85,57.7904519979033,57.9088583217651,3.02163836615882
"561","Phaethornis-longirostris-154161.wav",87,58.9336854696719,59.0725066769581,2.9764610863377
"563","Phaethornis-longirostris-154161.wav",89,60.2973996824245,60.4280549363409,1.62176988081267
"565","Phaethornis-longirostris-154161.wav",91,61.3875544572896,61.4937118510966,2.91774261270898
"567","Phaethornis-longirostris-154161.wav",93,62.3388880248684,62.4613773254151,3.21272632666
"569","Phaethornis-longirostris-154161.wav",95,63.5229512634859,63.6331916339779,2.8524207048359
"571","Phaethornis-longirostris-154161.wav",97,64.5804422248719,64.7029315254185,2.08927460013125
"573","Phaethornis-longirostris-154161.wav",99,65.7318416500103,65.850247973872,3.64498989597375
"575","Phaethornis-longirostris-154161.wav",101,67.0424771658593,67.1649664664059,4.02097568461204
"577","Phaethornis-longirostris-154161.wav",103,68.365361611763,68.4960168656794,4.10767963385995
"579","Phaethornis-longirostris-154161.wav",105,69.5984205705991,69.7372417778853,4.03125910142351
"581","Phaethornis-longirostris-154161.wav",107,70.696741298834,70.8233135760655,4.28428006385331
"583","Phaethornis-longirostris-154161.wav",109,72.0604555115865,72.1747788587634,3.76117530215806
"585","Phaethornis-longirostris-154161.wav",111,73.3751740041204,73.4935803279822,3.14163727347997
"587","Phaethornis-longirostris-154161.wav",113,74.4694117556704,74.5837351028472,3.20770075125833
"589","Phaethornis-longirostris-154161.wav",115,75.7759642948345,75.8943706186963,3.7169126616933
"591","Phaethornis-longirostris-154161.wav",117,76.8375382329054,76.960027533452,3.87758771145075
"593","Phaethornis-longirostris-154161.wav",119,78.2094183990277,78.3196587695197,3.3489068231246
"595","Phaethornis-longirostris-154161.wav",121,79.5649666584105,79.6833729822722,4.2109347671346
"597","Phaethornis-longirostris-154161.wav",123,80.565295946208,80.6918682234395,4.56480593053804
