"sound.files","selec.file","channel","selec","start","end"
"Phaethornis-longirostris-154070.wav","Phaethornis-longirostris-154070.Table.1.selections.txt",1,1,0.790751629,0.950712837
"Phaethornis-longirostris-154070.wav","Phaethornis-longirostris-154070.Table.1.selections.txt",1,2,1.478886635,1.629793434
"Phaethornis-longirostris-154070.wav","Phaethornis-longirostris-154070.Table.1.selections.txt",1,3,2.124767737,2.275674536
"Phaethornis-longirostris-154070.wav","Phaethornis-longirostris-154070.Table.1.selections.txt",1,4,2.22738436,2.22738436
"Phaethornis-longirostris-154072.wav","Phaethornis-longirostris-154072.Table.1.selections.txt",1,1,0.706371139,0.848469124
"Phaethornis-longirostris-154072.wav","Phaethornis-longirostris-154072.Table.1.selections.txt",1,2,1.250050383,1.392148368
"Phaethornis-longirostris-154072.wav","Phaethornis-longirostris-154072.Table.1.selections.txt",1,3,1.762838762,1.902877355
"Phaethornis-longirostris-154072.wav","Phaethornis-longirostris-154072.Table.1.selections.txt",1,4,1.820501712,1.820501712
