"sound.files","selec","duration","meanfreq","sd","median","Q25","Q75","IQR","skew","kurt","sp.ent","sfm","mode","centroid","peakf","meanfun","minfun","maxfun","meandom","mindom","maxdom","dfrange","modindx"
"Phaethornis-longirostris-154070.wav","13",0.176417348533027,6.45833033779766,1.75685170998365,6.30612244897959,5.45578231292517,7.54195011337868,2.08616780045351,2.15484888485597,8.79798986161454,0.92938378972375,0.494059808266079,5.86961451247165,6.45833033779766,5.84121365017361,4.48114152892562,0.182231404958678,7.35,6.4107421875,5.38330078125,7.62275390625,2.239453125,0.439102564102564
"Phaethornis-longirostris-154070.wav","15",0.174285827869518,6.40924730232616,1.82962649422991,6.22388059701493,5.3857634902411,7.60160734787601,2.2158438576349,2.45778963881849,10.3958707105624,0.930553019580465,0.550743620681561,6.12629161882893,6.40924730232616,5.68543853759766,4.787625,0.126,7.35,6.3615234375,5.5125,7.62275390625,2.11025390625,0.394557823129252
"Phaethornis-longirostris-154070.wav","19",0.174648639897349,6.42419977575798,1.75885852125673,6.21191294387171,5.38144329896907,7.51775486827033,2.13631156930126,2.45251629868274,10.797898350456,0.927261009419494,0.490126003320354,6.14318442153494,6.42419977575798,5.78206794722908,4.747125,0.441,7.35,6.3369140625,5.64169921875,7.5796875,1.93798828125,0.333333333333333
"Phaethornis-longirostris-154070.wav","27",0.158866316686684,6.54400498263792,1.86270525508416,6.37783375314862,5.3639798488665,7.70654911838791,2.34256926952141,2.50140038285517,12.5689958362422,0.935349716826074,0.545782896231884,6.11964735516373,6.54400498263792,6.08712890625,5.0421875,2.75625,7.35,6.424072265625,5.38330078125,7.5796875,2.19638671875,0.435294117647059
"Phaethornis-longirostris-154070.wav","29",0.162857248992829,6.44674662146867,1.79400645866143,6.31941031941032,5.3980343980344,7.53562653562654,2.13759213759214,2.21455983203212,9.95218949601054,0.932701549359978,0.517312342147951,6.13513513513514,6.44674662146867,0.0428503540447324,5.36105769230769,2.75625,7.35,6.42919921875,5.46943359375,7.62275390625,2.1533203125,0.39
"Phaethornis-longirostris-154072.wav","36",0.128526107786094,6.74675882126502,1.71437240409742,6.64980544747082,5.90272373540856,7.84046692607004,1.93774319066148,2.71874998750504,11.9269318276601,0.915751518636251,0.478112841938246,5.93385214007782,6.74675882126502,5.8011909096928,4.31368269230769,0.848076923076923,7.35,6.4599609375,4.86650390625,8.22568359375,3.3591796875,0.288461538461538
"Phaethornis-longirostris-154072.wav","76",0.12965989490489,6.79325096089861,1.79707694605122,6.74845679012346,5.75308641975309,8.01388888888889,2.2608024691358,2.36531050351865,11.1291773989088,0.930618433536558,0.497706739430805,5.83024691358025,6.79325096089861,6.0216064453125,4.461625,1.225,7.35,6.29630859375,4.95263671875,8.22568359375,3.273046875,0.355263157894737
"Phaethornis-longirostris-154072.wav","104",0.127709781060574,6.93482595562277,1.78706769799173,6.92795614722005,5.88645262333594,8.21221613155834,2.3257635082224,2.92431975421044,14.2055573152143,0.923003377146172,0.485894035267891,6.06656225528583,6.93482595562277,5.74463619402985,4.30897727272727,2.00454545454545,7.35,6.70974609375,5.81396484375,8.31181640625,2.4978515625,0.288793103448276
"Phaethornis-longirostris-154072.wav","126",0.135827696831115,7.03642878145078,1.77267924661324,6.99852616064849,5.98894620486367,8.24392041267502,2.25497420781135,2.74020562270676,13.2763918956889,0.921417156597563,0.452365941351518,6.03316138540899,7.03642878145078,5.99748646129261,4.85625,2.75625,7.35,6.6666796875,5.5986328125,8.26875,2.6701171875,0.306451612903226
"Phaethornis-longirostris-154072.wav","148",0.136235860193878,6.82839279967829,1.63690525151922,6.7488986784141,5.80910425844347,7.74008810572687,1.93098384728341,3.68746391655971,24.4989808478786,0.913113711866705,0.437581791000741,5.79441997063142,6.82839279967829,5.76533222643238,4.951625,2.45,7.35,6.580546875,5.684765625,8.26875,2.583984375,0.304166666666667
"Phaethornis-longirostris-154123.wav","4",0.131428685175324,6.72702135009111,1.74324253064394,6.85235920852359,5.80213089802131,7.7503805175038,1.9482496194825,3.50633093696979,21.8563844998617,0.915494182311151,0.469576328619927,6.98934550989346,6.72702135009111,6.18112975062586,6.43125,2.75625,7.35,7.08873046875,6.8044921875,7.79501953125,0.99052734375,0.326086956521739
"Phaethornis-longirostris-154123.wav","24",0.129886733727442,6.7331374652009,1.76292442649824,6.93990755007704,5.73035439137134,7.81047765793529,2.08012326656395,3.08142780803972,16.2611116044116,0.914382126642004,0.460494743491249,7.13251155624037,6.7331374652009,7.05268831073113,6.43125,2.75625,7.35,7.34712890625,7.01982421875,8.22568359375,1.205859375,0.339285714285714
"Phaethornis-longirostris-154123.wav","44",0.131519388201671,6.74277006258394,1.7387022920685,7.03041825095057,5.84410646387833,7.72243346007605,1.87832699619772,4.01896904676004,27.6388112226313,0.912957208531596,0.466481171443346,7.13688212927757,6.74277006258394,7.04086701766304,6.06375,2.75625,7.35,7.20931640625,6.718359375,8.1826171875,1.4642578125,0.367647058823529
"Phaethornis-longirostris-154123.wav","56",0.138095357611753,6.837026785042,1.71267862385729,7.07971014492754,5.8768115942029,7.78985507246377,1.91304347826087,5.44197650466199,47.2279210352857,0.902731061162878,0.428138937923584,7.19565217391304,6.837026785042,6.79421401164941,5.8340625,1.378125,7.35,7.3557421875,7.062890625,8.13955078125,1.07666015625,0.35
"Phaethornis-longirostris-154123.wav","60",0.133605557807627,6.75799428736769,1.75325620182389,6.97305389221557,5.79041916167665,7.69161676646707,1.90119760479042,4.49764164169252,31.7701304473027,0.910438172118946,0.463223372939391,7.08532934131737,6.75799428736769,6.78164241624915,5.69625,2.75625,7.35,7.269609375,6.718359375,8.13955078125,1.42119140625,0.25
