"sound.files","selec","duration","meanfreq","sd","freq.median","freq.Q25","freq.Q75","freq.IQR","time.median","time.Q25","time.Q75","time.IQR","skew","kurt","sp.ent","time.ent","entropy","sfm","meanfun","minfun","maxfun","meandom","mindom","maxdom","dfrange","modindx","startdom","enddom","dfslope","meanpeakf"
"Phaethornis-longirostris-154070.wav",14,0.12412438939433,6.362002926255,1.62998480496403,6.32258064516129,5.37096774193548,7.56451612903226,2.19354838709677,0.0718498627521184,0.0391908342284282,0.104508891275809,0.0653180570473804,1.78269691464677,7.27874402239405,0.945947173699237,0.959980660331332,0.90809099244635,0.576695467733338,3.88891991850424,0.31726618705036,6.3,6.43412109375,5.0818359375,8.0103515625,2.928515625,4.20588235294118,8.0103515625,5.684765625,-18.7359305358744,6.09610067052165
"Phaethornis-longirostris-154070.wav",18,0.123770499745099,6.39842168300881,1.6437109440239,6.38787878787879,5.39393939393939,7.63232323232323,2.23838383838384,0.0716529418785058,0.0390834228428213,0.0977085571070534,0.058625134264232,1.64014284585267,6.19351821526059,0.945965995875486,0.959300696185466,0.907465838411131,0.582755037584932,4.06247043802654,0.173622047244094,6.3,6.2015625,3.4453125,8.0103515625,4.5650390625,3.45283018867925,8.0103515625,5.85703125,-17.3976861767116,5.75021299827756
"Phaethornis-longirostris-154070.wav",20,0.1292298488534,6.44026837919655,1.66647259757984,6.54158607350097,5.42746615087041,7.66344294003868,2.23597678916828,0.0710884353741497,0.0387755102040816,0.103401360544218,0.0646258503401361,1.61541517619811,6.72939965395333,0.9487291621106,0.95839791872436,0.909260054399905,0.593851132691809,4.48244755244755,2.75625,7.35,6.5625,3.1869140625,8.096484375,4.9095703125,3.28070175438596,8.0103515625,6.2015625,-13.9966817151655,5.92315683439961
"Phaethornis-longirostris-154072.wav",36,0.124931635734999,6.71445701617407,1.50637865616028,6.74074074074074,5.8998998998999,7.82982982982983,1.92992992992993,0.0657477025898079,0.0394486215538847,0.0986215538847118,0.0591729323308271,2.22754744408379,8.9890328133208,0.929281599061614,0.959365276642254,0.891520498362301,0.530179821785926,4.05015718714571,0.358536585365854,7.35,6.93369140625,4.9095703125,8.785546875,3.8759765625,3.08888888888889,7.92421875,5.9431640625,-15.8571099773491,6.09610067052165
"Phaethornis-longirostris-154072.wav",108,0.124856391236804,6.69863390103871,1.5574480807067,6.72144288577154,5.79959919839679,7.77154308617234,1.97194388777555,0.0657118987946056,0.0394271392767633,0.0985678481919083,0.059140708915145,2.13688996993833,8.46387717438551,0.934406183022243,0.960140391614362,0.897161118493857,0.523062709948582,4.01174321672909,2.00454545454545,6.3,7.0112109375,4.995703125,9.646875,4.651171875,3.33333333333333,7.92421875,6.890625,-8.27826064618249,6.09610067052165
"Phaethornis-longirostris-154072.wav",124,0.1217235401691,6.79657705521937,1.53800837889835,6.87564234326824,5.82322713257965,7.8705035971223,2.04727646454265,0.0608616780045351,0.0405744520030234,0.094673721340388,0.0540992693373646,1.41094287254242,5.09634689740138,0.940328011597813,0.959644652750772,0.902380748161607,0.529568822426297,4.06477916820022,0.678461538461538,6.3,6.84075863486842,4.47890625,8.785546875,4.306640625,3.26,8.096484375,6.8044921875,-10.6141522478326,6.09610067052165
"Phaethornis-longirostris-154072.wav",142,0.121882189242996,6.7611360381842,1.53891746314025,6.73100616016427,5.86036960985626,7.82340862422998,1.96303901437372,0.0677122700932225,0.0406273620559335,0.0947971781305115,0.054169816074578,2.3928006959636,12.6216389565421,0.938721175203858,0.960271729510384,0.901427406441029,0.537219739960354,4.12753272772649,0.604109589041096,6.3,6.80902549342105,4.651171875,8.785546875,4.134375,3.27083333333333,8.0103515625,6.029296875,-16.2538488995335,6.09610067052165
"Phaethornis-longirostris-154072.wav",148,0.122225719889002,6.84121481081176,1.5338708950982,6.97850562947799,5.82395087001024,7.82190378710338,1.99795291709314,0.0578947368421053,0.0385964912280702,0.0964912280701754,0.0578947368421053,2.15494313748618,9.54625298663319,0.934288693056959,0.959374223754615,0.896332489664234,0.52877279278313,4.60615081242287,2.59411764705882,7.35,6.791572265625,5.16796875,8.441015625,3.273046875,4.02631578947368,7.8380859375,5.85703125,-16.2081654278582,5.83668491633858
"Phaethornis-longirostris-154129.wav",57,0.143756159999,6.470969344557,1.26178300915679,6.32695652173913,5.7495652173913,7.23130434782609,1.48173913043478,0.0653473510616368,0.0392084106369821,0.0914862914862915,0.0522778808493094,2.9925071916884,14.5851942460546,0.892913514226332,0.950088781733614,0.848347112924775,0.404662477585816,5.45962645091481,2.45,7.35,6.63971637228261,5.7708984375,8.3548828125,2.583984375,3.5,7.4935546875,7.5796875,0.599159107342591,6.52846026082677
"Phaethornis-longirostris-154129.wav",83,0.140614444511101,6.57983545793472,1.22018604880495,6.4626334519573,5.87900355871886,7.11743772241993,1.23843416370107,0.0703061224489796,0.0383487940630798,0.0958719851576994,0.0575231910946197,2.88749970297044,12.2964908451397,0.886961218237546,0.951132841795604,0.843617944064768,0.381553194248483,5.73845588235294,2.45,7.35,6.74082880434783,5.684765625,8.3548828125,2.6701171875,4.25806451612903,7.3212890625,6.9767578125,-2.45018391387807,6.78787601500984
"Phaethornis-longirostris-154129.wav",87,0.133349588206499,6.61688104462846,1.24989931923023,6.5328330206379,5.80487804878049,7.23076923076923,1.42589118198874,0.0666666666666667,0.04,0.1,0.06,2.38630240674736,9.57386192337928,0.897177802236675,0.957413842479289,0.858970447026539,0.38788585561913,5.73497549019608,2.45,7.35,6.9234375,5.5986328125,8.5271484375,2.928515625,4.02941176470588,7.3212890625,6.54609375,-5.81325614069063,6.52846026082677
"Phaethornis-longirostris-154129.wav",97,0.145018274792804,6.63267897081582,1.16500983053541,6.45901639344262,5.98964624676445,7.12165660051769,1.13201035375324,0.0659142444856731,0.0329571222428365,0.0988713667285096,0.0659142444856731,2.64169000468081,11.0677893364207,0.882913750877599,0.949024864319197,0.837907102632167,0.350510805288552,6.31539641943734,2.45,8.82,6.99173743206522,5.684765625,8.3548828125,2.6701171875,2.90322580645161,7.23515625,7.407421875,1.18788907981512,6.52846026082677
"Phaethornis-longirostris-154129.wav",99,0.135889622574304,6.59029049868535,1.23976481335849,6.47882136279926,5.84530386740331,7.20810313075506,1.36279926335175,0.0647122340999892,0.0323561170499946,0.0970683511499838,0.0647122340999892,2.75341396260738,12.0564762412281,0.895424848209215,0.954645188134378,0.854813022678883,0.403321549010167,5.6528743315508,2.1,7.35,6.79666193181818,5.7708984375,8.441015625,2.6701171875,4.12903225806452,7.6658203125,5.9431640625,-12.6768786119636,6.52846026082677
"Phaethornis-longirostris-154138.wav",10,0.158745207629792,5.86712900559624,1.46399812578302,5.73207249802995,4.99448384554768,6.84791174152876,1.85342789598109,0.0698412698412698,0.0380952380952381,0.114285714285714,0.0761904761904762,1.86048101265813,6.92569221487299,0.934822263057589,0.942792423451843,0.8813433468848,0.56617091522951,3.74324435180204,1.26,6.3,6.26119290865385,4.134375,8.096484375,3.962109375,3.91304347826087,6.4599609375,5.9431640625,-3.25551166372982,5.14490957185039
"Phaethornis-longirostris-154138.wav",12,0.159897960214494,5.8508480944685,1.51506853321223,5.66823161189358,4.82316118935837,6.84507042253521,2.02190923317684,0.0703501133786848,0.0383727891156463,0.115118367346939,0.0767455782312925,1.8915070516274,7.25434178877205,0.937576978179139,0.941780758341785,0.882991957513348,0.571939470311753,3.84904378456742,0.42,6.3,6.15187049278846,4.2205078125,8.0103515625,3.78984375,4,6.54609375,6.2015625,-2.15469446600714,5.23138148991142
"Phaethornis-longirostris-154138.wav",14,0.160140752564601,6.21208126026059,1.46313270631516,6.24043715846995,5.28493364558938,7.12099921935987,1.83606557377049,0.0704598639455782,0.0384326530612245,0.108892517006803,0.0704598639455782,1.72033487691464,5.78285457025415,0.936219906909847,0.941786739416197,0.88171949350516,0.568247722062997,4.08745305060959,1.02558139534884,6.3,6.63885216346154,5.2541015625,8.1826171875,2.928515625,4.32352941176471,6.4599609375,6.029296875,-2.68928461745719,6.6149321788878
"Phaethornis-longirostris-154138.wav",16,0.147038314704602,5.8587531716835,1.3937125484165,5.61224489795918,4.97278911564626,6.86394557823129,1.89115646258503,0.0639258601991521,0.0383555161194913,0.102281376318643,0.0639258601991521,1.83498474886814,6.49777107917974,0.921269915354434,0.946725076138589,0.872189330758118,0.497245452212066,4.21319544764446,2.205,6.3,6.237451171875,4.2205078125,8.1826171875,3.962109375,4.26086956521739,6.6322265625,4.2205078125,-16.4019749195651,5.40432532603347
"Phaethornis-longirostris-154138.wav",18,0.151706600193108,5.93467998159181,1.51081439254175,5.81863149216818,4.95465787304204,6.85408079142622,1.89942291838417,0.0695398715041572,0.0379308390022676,0.113792517006803,0.0758616780045352,2.68459612931321,14.1418075817565,0.936547272967406,0.944703515058415,0.884759500790681,0.582369677218786,3.6275217951385,0.958695652173913,6.3,6.1567734375,4.306640625,8.0103515625,3.7037109375,3.76744186046512,6.2015625,5.16796875,-6.81310996808531,5.92315683439961
"Phaethornis-longirostris-154161.wav",106,0.111460809057704,6.46282116992779,1.22150248793697,6.51627384960718,5.80695847362514,6.9652076318743,1.15824915824916,0.0590036014405762,0.0327797785780979,0.078671468587435,0.0458916900093371,3.26068860257525,17.4421462459771,0.875751742896804,0.960399783247305,0.84107178405654,0.393458189007618,5.56408966990864,0.760344827586207,7.35,6.5365234375,5.5986328125,7.23515625,1.6365234375,7.15789473684211,7.23515625,5.684765625,-13.9097377643954,6.87434793307087
"Phaethornis-longirostris-154161.wav",134,0.111097642689501,6.47867777441702,1.16025897661927,6.63063063063063,5.97297297297297,7.05405405405405,1.08108108108108,0.0522769107643057,0.0261384553821529,0.0784153661464586,0.0522769107643057,3.72458194311737,24.860678646398,0.868190876084699,0.961605320778846,0.834856965894694,0.368361489969418,5.40138326585695,1.13076923076923,7.35,6.73271484375,5.684765625,7.23515625,1.550390625,4.27777777777778,7.1490234375,6.718359375,-3.87644644903613,6.87434793307087
"Phaethornis-longirostris-154161.wav",138,0.115684121260102,6.48073241571726,1.20361846797658,6.66162162162162,5.93513513513513,7.1027027027027,1.16756756756757,0.0544324396425237,0.0272162198212618,0.0816486594637855,0.0544324396425237,2.56935780031644,10.3439166788249,0.881771310944329,0.959088667513779,0.845696871665474,0.40462840956495,5.59268668466037,2.205,7.35,6.7087890625,5.5986328125,7.5796875,1.9810546875,3.56521739130435,7.5796875,6.718359375,-7.44551728982238,6.87434793307087
"Phaethornis-longirostris-154161.wav",140,0.128633768122796,6.45806335191927,1.15790393151058,6.59922178988327,5.89105058365759,7.08949416342412,1.19844357976654,0.0514467120181406,0.0321541950113379,0.0836009070294785,0.0514467120181406,2.73349429577784,13.2838388704858,0.878127212478445,0.95433153435346,0.838024490042081,0.373556700608593,5.84458204334365,2.32105263157895,7.35,6.7265625,5.5986328125,7.8380859375,2.239453125,4.80769230769231,7.8380859375,6.890625,-7.3655693316512,6.96081985113189
"Phaethornis-longirostris-154161.wav",142,0.115517312109802,6.44859777529139,1.18358563802978,6.57142857142857,5.93939393939394,7.04761904761905,1.10822510822511,0.0611524609843938,0.0339735894357743,0.0815366146458583,0.047563025210084,2.48991702816429,9.44756044169047,0.874298066952616,0.959305172377014,0.838718657826869,0.388506061309183,5.32222717811478,0.747457627118644,7.35,6.51259765625,5.684765625,7.23515625,1.550390625,4.33333333333333,7.23515625,6.373828125,-7.45626875546835,6.70140409694882
