"Selection","Channel","Begin Time (s)","End Time (s)","Begin File","channel","selec.file"
1,1,1.16935492686256,1.34238837651785,"Phae.long1.wav",1,"LBH 1 selection table example.txt"
2,1,2.15840849019842,2.32145650374094,"Phae.long1.wav",1,"LBH 1 selection table example.txt"
3,1,0.343336570405113,0.518255314152904,"Phae.long1.wav",1,"LBH 1 selection table example.txt"
1,1,0.159598267651446,0.292169175936409,"Phae.long2.wav",1,"LBH 2 selection table example.txt"
2,1,1.45705847978551,1.58320867656162,"Phae.long2.wav",1,"LBH 2 selection table example.txt"
